Machine_ID,Machine_Type,Production_Line,Shift,Reading_Timestamp,Asset_Age_Days,Hours_Since_Maintenance,Load_Percent,Vibration_RMS,Temperature_C,Pressure_bar,Motor_Current_A,RPM,Sound_dB,Humidity_%,Failure
209,CNC,LINE01,Day,2025-03-14 22:59:00,2515,642,39.53,3.448,54.87,5.88,12.83,1450,68.98,59.88,0
210,Compressor,LINE01,Day,2025-01-21 17:03:00,1578,50,71.1,2.472,57.91,5.36,24.77,1683,71.59,80.51,0
211,Conveyor,LINE02,Day,2025-02-06 19:53:00,440,371,93.17,2.304,59.98,6.14,21.44,1335,67.24,77.86,1
212,Compressor,LINE01,Day,2025-03-07 12:08:00,2389,365,75.21,1.596,60.34,6.61,20.57,1251,78.14,56.04,0
213,CNC,LINE04,Day,2025-04-10 16:38:00,1008,40,22.1,1.162,49.3,5.57,16.91,1259,65.28,30.36,0
214,Conveyor,LINE04,Swing,2025-03-03 22:22:00,1697,606,93.37,3.267,58.37,6.43,20.87,1282,70.89,84.22,1
215,Conveyor,LINE02,Swing,2025-01-24 09:07:00,3532,360,80.29,3.527,51.4,5.17,22.15,1437,66.04,57.34,0
216,Conveyor,LINE02,Swing,2025-02-01 08:21:00,891,91,52.15,1.739,63.33,6.63,19.68,1524,73.08,70.75,0
217,CNC,LINE02,Swing,2025-03-13 02:00:00,3234,92,99.0,3.061,51.34,7.01,22.7,1584,77.56,54.88,0
218,CNC,LINE01,Day,2025-02-28 08:21:00,1710,504,77.73,3.834,61.1,5.36,19.83,1629,62.26,49.91,1
219,RobotArm,LINE01,Day,2025-01-27 01:57:00,3405,446,86.04,4.885,75.17,4.81,23.52,1567,76.28,49.7,0
220,Pump,LINE01,Swing,2025-03-14 10:31:00,3106,297,95.45,4.023,70.16,7.93,25.06,1492,80.87,49.54,0
221,Pump,LINE01,Night,2025-03-22 06:18:00,3042,291,23.17,3.169,56.73,7.83,20.53,1333,73.05,61.87,0
222,Compressor,LINE03,Swing,2025-02-22 04:05:00,778,25,81.95,3.612,60.91,6.6,23.49,1566,69.19,74.43,0
223,Conveyor,LINE01,Swing,2025-04-18 23:44:00,2892,22,50.91,3.94,54.15,5.58,14.48,1268,72.49,61.3,0
224,RobotArm,LINE01,Swing,2025-01-27 19:55:00,1359,385,89.53,2.626,53.69,7.65,28.05,1148,69.49,58.93,1
225,Pump,LINE02,Swing,2025-02-14 17:36:00,3324,261,90.31,2.784,58.59,6.97,24.69,1577,82.1,46.86,0
226,RobotArm,LINE02,Swing,2025-04-25 10:59:00,3615,181,86.29,4.423,64.5,6.11,23.05,1551,77.02,55.46,0
227,CNC,LINE01,Swing,2025-01-09 15:04:00,2244,272,82.34,2.342,62.81,7.49,19.04,1703,76.62,39.89,0
228,Compressor,LINE01,Day,2025-04-07 07:17:00,3334,435,83.54,2.594,66.64,5.36,31.81,1601,82.98,70.96,0
229,Compressor,LINE01,Day,2025-01-21 06:57:00,1960,211,43.72,1.667,64.64,5.11,28.33,1475,78.61,73.07,0
230,CNC,LINE01,Day,2025-01-26 13:18:00,152,251,52.52,1.872,54.79,6.46,25.34,1418,71.35,43.12,0
231,CNC,LINE04,Swing,2025-01-20 18:51:00,3193,203,29.2,1.171,54.65,5.93,19.31,1311,71.84,61.19,0
232,Pump,LINE04,Swing,2025-02-27 04:52:00,1949,479,86.45,2.049,45.62,7.13,24.11,1489,83.82,45.66,0
233,RobotArm,LINE02,Day,2025-01-26 20:01:00,189,39,71.68,1.874,75.77,7.65,25.6,1608,68.26,83.76,0
234,Compressor,LINE02,Day,2025-02-15 09:05:00,266,661,69.02,1.509,55.95,4.33,18.51,1544,70.97,46.44,1
235,RobotArm,LINE03,Swing,2025-01-23 09:39:00,2648,399,39.69,3.02,60.17,5.94,21.38,1541,67.29,77.52,0
236,Conveyor,LINE03,Day,2025-04-30 14:13:00,3374,176,69.2,3.011,54.52,8.47,23.51,1501,63.26,68.52,0
237,Compressor,LINE01,Night,2025-03-18 12:29:00,2554,546,56.36,2.955,53.9,5.35,28.3,1355,67.94,83.11,0
238,Conveyor,LINE01,Day,2025-03-28 13:57:00,1628,676,99.62,3.307,61.09,5.64,29.34,1689,68.16,69.57,0
239,CNC,LINE02,Day,2025-01-08 00:11:00,1141,41,89.05,2.622,49.85,3.7,21.6,1657,69.09,63.5,0
240,CNC,LINE03,Day,2025-03-19 21:05:00,1544,147,62.08,3.035,37.05,6.24,26.23,1496,75.42,55.32,0
241,Conveyor,LINE01,Day,2025-04-03 02:47:00,1198,103,84.68,2.966,68.75,7.04,21.8,1586,72.28,55.91,0
242,Conveyor,LINE01,Day,2025-01-18 15:39:00,1018,50,33.16,1.686,57.49,6.53,14.82,1476,76.95,30.07,0
243,CNC,LINE02,Day,2025-04-23 04:44:00,494,531,28.11,0.66,46.64,4.54,14.88,1350,72.29,84.83,0
244,Compressor,LINE01,Day,2025-01-23 19:51:00,2089,138,70.45,3.016,61.48,6.19,22.02,1460,73.25,61.22,0
245,Compressor,LINE02,Day,2025-04-21 17:28:00,820,276,78.14,1.745,65.8,6.55,17.71,1397,70.45,62.28,0
246,RobotArm,LINE03,Swing,2025-04-22 18:18:00,554,586,24.24,1.855,48.12,5.8,13.67,1367,81.68,39.92,0
247,Compressor,LINE02,Day,2025-02-01 08:46:00,1028,440,36.08,1.97,57.94,4.55,11.5,1546,69.87,53.76,0
248,Pump,LINE01,Day,2025-02-23 21:04:00,2922,487,62.98,1.984,66.07,6.22,18.3,1577,76.58,42.05,0
249,Pump,LINE01,Day,2025-01-18 10:58:00,2104,70,25.03,2.181,40.71,4.77,18.29,1467,66.15,42.04,0
250,Pump,LINE04,Night,2025-01-02 19:08:00,1808,699,53.92,2.501,61.84,3.79,23.83,1573,70.96,60.11,0
251,Conveyor,LINE02,Swing,2025-02-25 10:13:00,2172,59,58.57,2.663,59.12,6.9,24.1,1423,82.27,43.25,0
252,RobotArm,LINE01,Night,2025-03-01 14:49:00,2080,511,93.74,3.139,76.83,6.61,25.24,1397,75.82,66.66,0
253,Compressor,LINE01,Night,2025-01-21 06:13:00,1831,460,45.25,1.87,60.27,6.66,12.79,1422,64.96,50.71,1
254,CNC,LINE04,Day,2025-03-16 04:20:00,3073,297,33.49,2.751,50.62,5.19,15.64,1408,67.1,50.72,0
255,CNC,LINE03,Swing,2025-04-20 09:45:00,2673,603,20.6,1.69,50.92,6.46,16.74,1472,79.9,68.62,0
256,Conveyor,LINE04,Day,2025-02-04 21:17:00,700,642,29.73,1.101,70.68,7.02,20.23,1471,72.13,66.89,0
257,Conveyor,LINE03,Night,2025-04-02 12:13:00,2988,50,80.07,3.478,55.92,8.41,20.97,1631,71.14,52.2,0
258,CNC,LINE02,Day,2025-02-21 01:22:00,664,689,55.59,2.687,62.43,7.03,13.79,1219,68.35,81.15,0
259,CNC,LINE02,Day,2025-02-23 05:33:00,312,173,35.9,2.105,51.92,6.32,22.34,1326,70.45,48.05,0
260,Compressor,LINE01,Night,2025-02-03 03:10:00,1553,569,94.64,2.809,70.71,4.79,20.13,1528,79.35,69.51,1
261,CNC,LINE03,Night,2025-04-29 17:15:00,1451,590,83.0,1.569,69.78,6.2,17.41,1574,68.35,73.65,0
262,Conveyor,LINE03,Night,2025-02-23 00:52:00,2875,400,29.15,3.17,53.52,4.08,19.41,1660,69.4,42.0,0
263,Pump,LINE01,Day,2025-04-21 17:09:00,2546,621,41.52,1.211,52.59,4.93,19.08,1316,74.72,56.08,0
264,CNC,LINE04,Day,2025-04-29 02:31:00,241,594,87.96,2.856,57.89,8.73,19.16,1441,67.1,31.15,0
265,RobotArm,LINE02,Day,2025-01-23 13:19:00,1835,376,75.39,3.981,45.36,5.03,21.62,1450,68.02,48.16,1
266,CNC,LINE01,Day,2025-02-25 02:25:00,2908,128,95.64,3.376,61.67,3.65,20.81,1452,72.51,44.85,0
267,Pump,LINE02,Swing,2025-01-10 00:10:00,2684,312,26.1,2.362,53.71,6.74,15.99,1296,72.28,72.43,0
268,CNC,LINE04,Day,2025-04-07 18:37:00,1842,648,82.03,3.044,54.26,5.51,22.08,1520,68.32,42.14,0
269,CNC,LINE04,Swing,2025-02-12 23:40:00,2259,145,26.11,2.2,37.89,6.68,9.47,1520,74.44,31.4,0
270,CNC,LINE02,Day,2025-01-16 10:33:00,2063,719,46.93,3.755,58.44,4.57,23.11,1458,73.71,31.3,0
271,CNC,LINE04,Swing,2025-01-27 14:15:00,867,130,80.05,2.037,61.66,5.79,15.58,1407,62.15,72.0,0
272,CNC,LINE04,Night,2025-04-05 18:54:00,2073,478,76.88,2.215,62.82,7.7,18.24,1480,75.98,37.89,0
273,CNC,LINE04,Swing,2025-01-12 07:20:00,2473,461,20.17,1.849,44.88,4.12,21.29,1266,69.1,65.42,0
274,Compressor,LINE04,Day,2025-03-02 18:39:00,233,141,36.16,2.77,56.94,5.66,18.76,1540,76.3,41.09,0
275,Conveyor,LINE02,Day,2025-04-25 16:02:00,2546,340,82.29,2.65,58.47,6.67,23.3,1691,82.63,42.19,0
276,Pump,LINE03,Day,2025-02-13 23:49:00,934,103,30.09,2.068,59.84,4.94,9.81,1219,71.69,74.35,0
277,Pump,LINE03,Swing,2025-01-24 00:33:00,58,262,46.11,2.474,47.52,6.25,14.79,1470,68.94,67.51,0
278,Compressor,LINE03,Swing,2025-03-11 04:05:00,2764,690,34.71,2.804,64.44,5.87,18.02,1326,79.18,66.0,0
279,RobotArm,LINE01,Day,2025-03-17 19:26:00,1441,39,28.92,2.53,64.67,6.43,16.47,1415,67.99,81.08,0
280,RobotArm,LINE03,Night,2025-02-12 01:58:00,1522,627,86.93,3.66,62.24,8.58,26.91,1514,82.04,77.86,0
281,CNC,LINE04,Swing,2025-03-28 20:50:00,2290,487,24.91,2.256,56.68,8.96,25.51,1239,69.77,76.58,0
282,CNC,LINE02,Night,2025-04-08 03:59:00,2059,539,62.88,2.309,64.43,6.68,23.18,1621,68.97,37.49,0
283,CNC,LINE04,Day,2025-03-19 04:10:00,2276,203,75.41,2.914,50.45,6.12,19.93,1483,84.15,39.13,0
284,CNC,LINE02,Night,2025-04-05 16:45:00,3450,683,24.61,2.153,50.11,6.28,23.52,1343,73.87,84.01,0
285,Compressor,LINE01,Day,2025-02-11 18:03:00,2387,182,70.67,4.295,59.5,5.93,19.39,1505,80.91,61.71,0
286,Pump,LINE01,Day,2025-01-28 14:19:00,197,362,46.73,1.556,71.91,4.06,6.91,1339,71.71,60.22,0
287,CNC,LINE03,Night,2025-04-17 21:21:00,835,26,86.68,2.924,49.91,6.31,16.64,1501,71.84,57.81,1
288,Pump,LINE03,Night,2025-02-21 20:13:00,1657,639,83.81,1.896,74.08,7.64,12.71,1297,57.34,70.47,0
289,Compressor,LINE02,Swing,2025-01-13 23:16:00,1740,507,83.51,2.892,59.0,4.58,20.72,1234,77.37,62.71,0
290,CNC,LINE03,Day,2025-01-17 14:43:00,1337,117,51.89,2.065,55.3,4.84,18.29,1337,73.95,38.24,0
291,Conveyor,LINE02,Day,2025-04-28 09:43:00,697,476,85.8,2.992,70.47,5.66,15.05,1458,71.79,35.64,0
292,CNC,LINE02,Swing,2025-01-01 16:04:00,415,131,70.4,2.706,74.01,6.65,16.33,1280,75.21,46.66,0
293,RobotArm,LINE04,Night,2025-04-14 06:09:00,554,319,50.29,2.868,59.38,8.86,12.38,1391,72.5,77.85,0
294,CNC,LINE03,Day,2025-02-05 13:52:00,3471,368,26.45,3.192,62.6,4.79,18.34,1339,67.7,52.12,1
295,Conveyor,LINE03,Day,2025-04-30 13:53:00,1461,670,25.35,1.831,46.69,5.86,13.33,1393,73.75,77.98,0
296,RobotArm,LINE03,Swing,2025-03-09 06:32:00,3510,239,40.11,2.038,50.29,5.91,24.16,1504,71.06,61.5,0
297,RobotArm,LINE04,Swing,2025-04-01 02:06:00,1242,9,43.97,1.599,43.48,5.58,18.88,1643,75.56,81.12,0
298,Conveyor,LINE01,Day,2025-04-02 02:49:00,1157,311,94.2,3.009,57.11,6.38,29.05,1590,70.95,78.64,0
299,Conveyor,LINE01,Swing,2025-02-23 14:56:00,1802,667,100.0,3.17,67.52,5.94,21.98,1432,70.07,50.68,0
300,Compressor,LINE01,Night,2025-04-24 23:42:00,3457,574,31.49,2.616,56.2,9.11,27.87,1493,69.49,60.31,1
301,Conveyor,LINE03,Day,2025-03-28 11:19:00,2068,42,95.42,2.752,74.39,7.35,23.67,1709,67.84,69.03,0
302,CNC,LINE03,Swing,2025-02-20 17:51:00,157,38,76.52,3.174,74.73,5.72,17.93,1369,69.8,32.51,0
303,Compressor,LINE03,Swing,2025-02-12 18:14:00,1012,544,59.89,1.393,56.73,7.52,29.04,1342,73.95,38.79,1
304,Compressor,LINE02,Swing,2025-01-01 09:52:00,3580,519,96.37,3.111,56.68,6.77,17.94,1372,68.64,70.15,1
305,RobotArm,LINE01,Night,2025-01-28 12:27:00,589,401,77.1,1.782,68.73,6.34,18.32,1436,66.05,80.3,0
306,Compressor,LINE03,Swing,2025-03-19 23:47:00,3056,63,67.49,2.776,67.4,5.96,15.47,1530,76.22,46.7,0
307,Pump,LINE04,Swing,2025-03-24 12:33:00,3391,201,36.76,3.272,57.54,5.57,12.35,1602,71.75,51.67,0
308,Compressor,LINE01,Day,2025-01-25 19:21:00,805,610,39.56,1.747,61.22,4.43,9.1,1536,75.75,78.09,0
309,Pump,LINE01,Swing,2025-02-25 01:26:00,2053,100,92.92,3.093,64.84,4.42,25.88,1582,71.28,44.64,0
310,CNC,LINE01,Day,2025-03-11 02:58:00,2200,145,37.2,2.632,45.99,6.32,13.23,1430,69.36,80.93,0
311,Compressor,LINE02,Day,2025-01-24 13:17:00,2903,325,22.58,1.988,42.94,5.5,16.92,1442,63.28,37.76,0
312,Pump,LINE01,Swing,2025-02-24 05:23:00,2919,529,41.3,2.704,55.14,6.97,23.2,1487,66.6,43.87,1
313,CNC,LINE02,Swing,2025-04-07 11:56:00,247,596,58.44,2.214,56.19,5.02,20.36,1623,67.71,31.95,1
314,Pump,LINE03,Night,2025-02-03 09:09:00,1185,426,50.56,1.501,58.56,4.69,20.39,1449,73.23,35.14,0
315,Pump,LINE02,Swing,2025-04-03 04:47:00,3433,354,94.86,3.128,60.4,7.38,29.83,1571,71.85,44.03,0
316,Pump,LINE02,Night,2025-02-05 20:28:00,1310,277,53.49,2.468,42.62,5.68,25.56,1408,67.04,66.03,0
317,Pump,LINE01,Day,2025-01-12 12:45:00,920,31,91.12,3.491,43.13,7.44,17.11,1546,58.62,41.05,1
318,Conveyor,LINE04,Swing,2025-02-11 01:32:00,2306,192,67.57,3.484,63.58,6.22,23.32,1454,74.83,81.66,1
319,Pump,LINE02,Night,2025-02-20 06:43:00,736,154,61.93,3.495,51.59,8.37,18.22,1331,76.91,49.18,0
320,RobotArm,LINE02,Day,2025-01-21 22:55:00,562,41,32.82,2.049,51.2,6.74,15.93,1520,76.84,58.53,0
321,RobotArm,LINE01,Night,2025-03-29 08:13:00,2918,536,41.68,2.232,51.15,6.41,13.62,1612,67.26,66.57,0
322,Compressor,LINE03,Swing,2025-03-26 16:30:00,457,254,89.37,2.541,53.18,7.35,19.37,1524,77.32,37.5,0
323,Pump,LINE04,Day,2025-03-08 07:39:00,3255,366,82.4,3.106,52.47,6.0,21.98,1555,75.22,67.82,0
324,Compressor,LINE01,Swing,2025-02-17 08:20:00,934,144,55.79,1.951,64.29,4.09,24.68,1565,74.79,36.63,0
325,Conveyor,LINE01,Day,2025-01-07 23:24:00,416,425,92.72,2.85,59.49,6.86,17.14,1518,69.25,75.45,0
326,Conveyor,LINE01,Day,2025-03-28 04:09:00,2713,97,85.53,3.344,64.63,8.69,13.87,1544,71.81,56.84,0
327,Conveyor,LINE03,Day,2025-02-10 10:14:00,669,487,28.97,1.022,60.09,3.04,16.25,1382,80.82,34.92,0
328,Compressor,LINE04,Day,2025-03-11 21:11:00,1357,531,68.47,3.144,61.34,6.75,15.49,1421,80.79,68.92,0
329,Compressor,LINE02,Day,2025-02-08 05:14:00,1301,224,83.91,1.607,66.16,4.5,21.29,1580,71.62,34.21,1
330,Pump,LINE02,Night,2025-01-28 06:02:00,1866,153,84.67,2.728,59.73,6.32,25.13,1581,73.21,83.6,0
331,Conveyor,LINE03,Day,2025-03-12 16:49:00,1743,561,27.31,2.66,64.87,5.87,16.8,1515,61.26,54.95,0
332,CNC,LINE03,Night,2025-02-08 13:12:00,737,160,37.97,2.243,60.62,6.78,15.43,1426,78.1,51.06,1
333,Conveyor,LINE01,Swing,2025-02-21 00:15:00,879,128,53.04,1.926,63.4,6.28,18.03,1312,75.7,47.3,0
334,RobotArm,LINE01,Day,2025-04-21 20:58:00,732,245,40.13,3.091,47.04,7.55,20.73,1563,74.11,54.75,1
335,CNC,LINE02,Day,2025-01-31 11:58:00,231,695,28.72,1.349,56.64,7.19,11.2,1319,68.76,72.96,0
336,Compressor,LINE03,Night,2025-02-20 14:38:00,2384,333,70.3,1.574,43.76,5.97,24.63,1400,72.18,58.61,0
337,CNC,LINE03,Swing,2025-02-09 23:37:00,1734,189,60.6,2.739,68.05,7.42,16.17,1407,79.59,65.38,0
338,Conveyor,LINE03,Night,2025-01-14 14:04:00,422,369,32.4,0.649,49.01,5.45,18.75,1206,73.34,33.16,0
339,CNC,LINE04,Day,2025-02-20 19:42:00,1229,250,66.91,1.937,53.9,5.59,14.08,1458,85.14,76.84,0
340,RobotArm,LINE01,Swing,2025-03-19 04:24:00,2447,478,24.96,2.485,42.49,4.3,19.86,1474,76.23,59.06,0
341,CNC,LINE02,Swing,2025-02-09 07:00:00,1062,315,50.64,1.874,55.73,7.58,18.21,1399,67.36,58.81,0
342,RobotArm,LINE01,Night,2025-02-11 01:40:00,1480,423,83.4,3.094,58.13,5.97,22.37,1677,70.33,43.88,0
343,Conveyor,LINE04,Day,2025-03-22 17:28:00,2722,314,91.2,2.479,75.47,3.51,27.77,1686,68.62,34.25,0
344,Compressor,LINE03,Night,2025-02-25 21:06:00,2460,346,39.62,2.849,61.67,6.55,15.74,1536,76.59,48.48,0
345,Conveyor,LINE01,Day,2025-03-11 22:34:00,2566,321,88.76,2.083,56.5,5.87,23.45,1295,77.8,75.02,0
346,Conveyor,LINE01,Night,2025-01-25 18:32:00,1411,283,91.34,3.639,47.48,6.06,23.84,1705,81.16,60.09,0
347,RobotArm,LINE03,Swing,2025-02-25 01:42:00,1782,693,68.55,2.314,41.04,5.9,19.76,1459,70.45,44.5,0
348,Pump,LINE03,Swing,2025-01-02 12:45:00,3092,191,98.57,4.295,53.19,6.08,27.83,1749,75.14,62.62,1
349,Compressor,LINE03,Day,2025-03-10 07:21:00,3187,579,39.69,2.013,44.85,9.17,21.08,1357,78.41,49.32,0
350,CNC,LINE01,Night,2025-03-12 03:50:00,231,511,25.52,2.72,56.38,7.75,13.21,1384,80.0,42.3,0
351,Compressor,LINE04,Day,2025-01-21 11:45:00,3063,380,87.48,2.628,59.48,7.21,28.98,1536,66.07,70.69,0
352,CNC,LINE03,Swing,2025-02-22 02:30:00,3263,228,59.27,1.753,56.94,6.38,23.85,1357,75.01,39.2,0
353,Compressor,LINE03,Swing,2025-03-24 09:03:00,3441,348,47.72,2.727,48.18,7.33,17.37,1251,66.29,62.17,1
354,Compressor,LINE03,Swing,2025-02-18 15:43:00,1002,611,24.42,2.482,54.98,6.04,12.79,1111,69.16,70.35,0
355,Compressor,LINE04,Swing,2025-04-26 14:23:00,1844,131,25.17,2.438,41.05,6.73,16.23,1755,65.62,33.39,1
356,Compressor,LINE04,Swing,2025-04-21 18:20:00,184,422,27.26,2.278,52.83,6.44,17.43,1204,68.99,68.26,0
357,Conveyor,LINE03,Swing,2025-01-18 20:39:00,427,550,34.69,2.238,61.45,6.0,7.7,1221,64.83,30.63,0
358,Conveyor,LINE02,Swing,2025-02-01 08:12:00,2065,456,97.63,2.614,59.16,7.6,20.65,1614,66.3,74.65,0
359,Compressor,LINE02,Swing,2025-02-08 02:10:00,775,103,42.51,2.416,57.96,5.42,15.29,1264,67.62,45.3,0
360,Compressor,LINE04,Swing,2025-03-12 08:47:00,842,366,85.36,2.672,44.53,6.42,15.77,1328,73.75,38.45,0
361,RobotArm,LINE03,Night,2025-03-13 20:58:00,1104,131,21.55,1.298,35.52,4.54,11.96,1048,71.92,37.17,0
362,CNC,LINE01,Swing,2025-04-10 05:22:00,1692,668,45.75,2.342,59.11,4.92,19.36,1477,63.9,53.96,0
363,CNC,LINE01,Day,2025-02-13 02:21:00,583,253,92.5,2.624,69.23,3.39,19.95,1407,85.93,45.85,1
364,CNC,LINE04,Swing,2025-02-24 14:16:00,2934,303,34.8,3.23,52.18,6.4,17.42,1497,69.99,55.78,1
365,Conveyor,LINE04,Day,2025-02-28 16:44:00,2448,617,42.72,2.069,73.14,6.81,13.78,1426,65.38,76.51,0
366,Pump,LINE04,Day,2025-04-01 09:14:00,2895,307,86.12,2.804,48.71,7.66,22.79,1533,75.19,35.77,0
367,Conveyor,LINE02,Swing,2025-02-24 13:35:00,3382,139,29.71,1.997,47.54,4.47,13.04,1355,71.98,44.33,0
368,Conveyor,LINE03,Day,2025-03-09 03:14:00,2203,642,24.25,3.178,54.96,6.27,23.22,1365,68.35,36.23,0
369,Pump,LINE04,Swing,2025-01-12 06:26:00,1339,466,97.28,2.533,65.79,6.47,30.07,1437,74.14,65.04,0
370,RobotArm,LINE02,Night,2025-02-12 02:53:00,3569,435,52.38,3.581,51.92,6.91,19.39,1359,69.19,64.27,0
371,Conveyor,LINE01,Day,2025-02-24 11:53:00,2077,54,72.63,2.115,49.4,5.44,17.12,1364,70.56,76.67,1
372,Pump,LINE04,Day,2025-04-19 20:20:00,1708,323,30.17,2.309,58.55,5.4,20.84,1592,79.44,70.12,0
373,Pump,LINE01,Day,2025-01-14 17:07:00,1535,330,37.61,2.23,55.57,4.01,20.29,1378,72.7,68.47,0
374,Pump,LINE03,Day,2025-02-15 05:07:00,172,188,56.8,2.76,53.62,5.21,25.78,1192,75.34,38.83,0
375,CNC,LINE03,Swing,2025-03-18 19:41:00,3490,406,74.01,3.761,63.09,6.24,31.72,1529,70.01,75.05,0
376,CNC,LINE03,Swing,2025-02-25 01:25:00,2996,176,43.46,2.575,53.65,6.14,11.8,1340,72.97,30.4,0
377,RobotArm,LINE01,Swing,2025-02-06 09:07:00,2562,339,90.77,2.805,59.79,4.38,28.37,1526,68.43,69.32,0
378,Pump,LINE03,Day,2025-03-19 17:30:00,831,577,82.49,3.545,59.22,5.71,20.37,1483,68.47,74.8,0
379,Pump,LINE01,Swing,2025-01-04 20:00:00,3390,529,64.12,2.552,51.71,6.33,24.36,1657,70.13,42.46,1
380,Conveyor,LINE04,Day,2025-03-13 05:37:00,667,201,56.74,0.782,49.03,7.76,21.88,1417,68.1,47.15,0
381,Compressor,LINE01,Swing,2025-04-16 02:57:00,904,149,69.56,1.279,53.59,5.18,23.11,1587,76.94,43.32,0
382,RobotArm,LINE03,Swing,2025-03-03 11:58:00,283,4,78.53,1.405,58.69,6.87,24.35,1592,74.69,75.07,0
383,Conveyor,LINE03,Day,2025-04-06 01:26:00,1073,248,30.8,2.213,38.47,5.13,14.6,1248,60.61,53.15,0
384,Compressor,LINE01,Night,2025-03-24 19:22:00,1216,14,88.21,4.081,67.19,5.85,18.34,1549,81.35,49.99,1
385,Pump,LINE01,Swing,2025-03-16 15:13:00,2907,92,59.15,1.515,56.52,5.04,25.98,1377,75.04,57.62,0
386,RobotArm,LINE03,Day,2025-03-25 06:00:00,1210,704,94.83,2.38,53.97,5.2,19.26,1395,77.86,70.18,0
387,Conveyor,LINE01,Swing,2025-04-28 08:44:00,3489,616,96.44,3.497,75.35,5.89,32.61,1398,71.67,66.33,0
388,RobotArm,LINE01,Swing,2025-03-05 12:57:00,1126,403,22.46,2.671,53.24,6.98,13.09,1493,64.76,68.93,1
389,CNC,LINE02,Day,2025-02-03 12:02:00,1928,557,50.76,1.896,46.08,5.1,17.97,1769,65.34,82.11,0
390,RobotArm,LINE04,Day,2025-03-02 16:02:00,2177,352,62.1,2.955,70.08,5.03,20.0,1378,80.87,44.03,0
391,Compressor,LINE03,Swing,2025-02-27 10:49:00,3031,432,63.17,2.68,68.72,6.38,15.55,1502,64.1,41.38,0
392,CNC,LINE02,Night,2025-01-20 18:18:00,2750,660,85.79,4.664,54.0,6.36,17.32,1559,65.7,65.74,1
393,Compressor,LINE04,Swing,2025-04-25 10:45:00,3170,56,31.29,2.474,50.34,5.73,22.63,1349,70.0,38.03,0
394,Conveyor,LINE02,Swing,2025-03-27 07:24:00,3424,253,69.8,3.241,54.47,6.5,15.83,1659,65.51,65.39,0
395,CNC,LINE02,Swing,2025-02-13 07:34:00,455,85,95.41,2.72,45.59,5.24,32.12,1804,74.92,82.58,0
396,Compressor,LINE02,Day,2025-04-29 22:21:00,370,572,99.74,2.465,65.28,5.42,21.97,1478,75.22,55.21,0
397,Conveyor,LINE02,Day,2025-02-07 23:55:00,1655,592,20.81,2.421,60.03,6.89,12.41,1600,74.22,41.81,0
398,Pump,LINE02,Day,2025-02-04 21:34:00,574,519,97.81,2.04,67.55,6.3,24.06,1480,68.94,84.72,0
399,Compressor,LINE03,Night,2025-01-25 08:52:00,1816,438,29.78,0.824,54.15,6.51,7.65,1293,73.03,51.06,0
400,Pump,LINE01,Night,2025-01-25 00:43:00,2165,343,62.96,2.52,65.12,7.6,19.5,1459,81.1,36.26,0
401,Pump,LINE03,Night,2025-03-14 00:32:00,1030,16,39.71,2.467,44.73,6.91,16.78,1534,64.99,52.89,0
402,RobotArm,LINE01,Day,2025-04-23 17:43:00,385,557,68.51,1.9,73.44,4.54,14.49,1475,77.55,34.82,0
403,Conveyor,LINE02,Swing,2025-03-07 23:58:00,3521,643,22.96,2.462,47.51,5.59,16.06,1484,76.2,34.58,0
404,CNC,LINE01,Swing,2025-02-19 07:19:00,1372,695,39.07,1.322,50.48,7.14,23.99,1455,71.24,32.61,0
405,RobotArm,LINE03,Day,2025-04-09 15:26:00,3067,246,44.05,3.19,50.42,6.57,20.76,1600,73.25,54.98,0
406,RobotArm,LINE03,Day,2025-03-25 01:43:00,2290,144,93.25,3.487,55.44,6.65,25.28,1600,74.3,55.25,0
407,Pump,LINE02,Swing,2025-01-18 20:58:00,2427,470,66.69,2.744,56.87,4.2,18.28,1667,67.38,70.34,0
408,Conveyor,LINE01,Swing,2025-02-26 12:41:00,2855,12,76.66,3.09,56.38,5.53,17.46,1400,64.22,59.93,0
409,CNC,LINE01,Swing,2025-03-17 18:33:00,989,43,74.08,1.647,59.06,6.32,19.69,1474,76.41,77.31,0
410,RobotArm,LINE04,Day,2025-03-09 12:26:00,817,591,51.38,1.291,50.39,4.3,8.61,1453,65.53,78.01,0
411,Conveyor,LINE01,Swing,2025-01-02 20:38:00,3638,688,21.12,2.278,54.93,6.66,14.15,1290,66.63,39.4,0
412,Conveyor,LINE03,Day,2025-02-10 01:41:00,2448,290,28.56,2.474,44.57,5.64,13.01,1286,69.59,32.27,0
413,CNC,LINE02,Day,2025-04-29 17:10:00,1087,365,56.7,2.586,62.76,3.69,11.04,1509,73.63,68.85,0
414,RobotArm,LINE01,Swing,2025-04-03 11:30:00,2368,391,95.3,2.929,67.37,5.77,26.54,1620,69.83,30.55,1
415,CNC,LINE03,Day,2025-03-30 21:16:00,1455,99,39.9,2.534,54.04,5.56,17.52,1443,68.57,51.66,0
416,CNC,LINE02,Night,2025-03-02 11:32:00,3141,160,75.87,3.901,53.39,6.1,20.49,1629,77.43,32.97,0
417,CNC,LINE01,Swing,2025-03-09 01:14:00,1869,214,86.13,2.831,62.47,8.06,25.3,1390,70.62,55.24,0
418,Conveyor,LINE04,Day,2025-02-27 20:14:00,1165,606,92.54,2.99,54.82,7.12,15.92,1488,68.35,54.73,0
